uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,hom1relatedness,hom2relatedness,normal,dummy
950,273,38,38-b,38,pun,1,seas,terrible,0.208366564,-0.480278263,0,1
966,274,39,39-b,39,pun,1,what,bright,-0.808464664,1.27752717,0,1
969,274,39,39-b,39,pun,1,what,electrician,-0.565610687,1.599986887,0,1
970,274,39,39-b,39,pun,1,what,knows,0.249689963,-0.750032,0,1
975,274,39,39-b,39,pun,1,what,spark,-0.667509975,0.669217971,0,1
980,274,39,39-b,39,pun,1,what,what's,1.727922581,-0.750032,0,1
983,275,40,40-b,40,pun,1,raiser,budget,-0.304511824,-0.576139639,0,1
985,275,40,40-b,40,pun,1,raiser,fund,0.810271506,-0.729274222,0,1
988,275,40,40-b,40,pun,1,raiser,mayor,-0.482292327,-0.795271193,0,1
991,275,40,40-b,40,pun,1,raiser,slash,-0.899042296,1.301105911,0,1
992,275,40,40-b,40,pun,1,raiser,turned,-0.628219204,-0.706402674,0,1
994,275,40,40-b,40,pun,1,raiser,wanted,-0.503213354,-0.461981485,0,1
1016,276,41,41-b,41,pun,1,not,boyscouts,-0.764521658,1.270743321,0,1
1019,276,41,41-b,41,pun,1,not,know,-0.418404378,-0.671753276,0,1
1021,276,41,41-b,41,pun,1,not,ropes,-0.748587042,1.821020782,0,1
1022,276,41,41-b,41,pun,1,not,tie,-0.658961115,1.837738897,0,1
1031,277,42,42-b,42,pun,1,would,ask,0.281509494,-0.74058236,0,1
1031,277,42,42-b,42,pun,1,would,ask,0.281509494,-0.74058236,0,1
1038,277,42,42-b,42,pun,1,would,trees,-0.589968992,2.166448306,0,1
1051,278,43,43-b,43,pun,1,grater,afraid,-0.660464671,-0.628551925,0,1
1052,278,43,43-b,43,pun,1,grater,cheddar,1.420513106,-0.1587744,0,1
1053,278,43,43-b,43,pun,1,grater,cheese,1.660631265,0.057620908,0,1
1054,278,43,43-b,43,pun,1,grater,colby,0.304746483,-0.446397203,0,1
1056,278,43,43-b,43,pun,1,grater,jack,-0.583510489,-0.518138013,0,1
1057,278,43,43-b,43,pun,1,grater,jr,-0.812516837,-0.465027397,0,1
1058,278,43,43-b,43,pun,1,grater,person,-0.75143754,0.508207023,0,1
1059,278,43,43-b,43,pun,1,grater,school,-0.887355743,1.38403971,0,1
1069,279,44,44-b,44,pun,1,i,blind,-0.682200263,1.633367495,0,1
1072,279,44,44-b,44,pun,1,i,see,-0.407484277,1.716412583,0,1
1083,280,45,45-b,45,pun,1,sell,biology,-0.668966778,1.899746806,0,1
1086,280,45,45-b,45,pun,1,sell,keep,0.284274609,-0.167399992,0,1
1087,280,45,45-b,45,pun,1,sell,know,-0.406087292,-0.600469468,0,1
1090,280,45,45-b,45,pun,1,sell,program,0.163641109,-0.188208976,0,1
1091,280,45,45-b,45,pun,1,sell,whether,-0.557729007,-0.70958237,0,1
1094,281,46,46-b,46,pun,1,cent,cost,1.670044311,-0.718257531,0,1
1096,281,46,46-b,46,pun,1,cent,get,-0.590832723,-0.77925162,0,1
1099,281,46,46-b,46,pun,1,cent,rid,-0.686738689,-0.244247527,0,1
1100,281,46,46-b,46,pun,1,cent,smell,-0.846756795,2.062695781,0,1
1113,282,47,47-b,47,pun,1,coarse,class,-0.333612223,1.427448953,0,1
1115,282,47,47-b,47,pun,1,coarse,just,-0.606275298,-0.51112576,0,1
1116,282,47,47-b,47,pun,1,coarse,liking,-0.687722396,-0.480204271,0,1
1117,282,47,47-b,47,pun,1,coarse,rough,1.849272922,0.101915678,0,1
1119,282,47,47-b,47,pun,1,coarse,stick,-0.381049564,-0.582361944,0,1
1121,282,47,47-b,47,pun,1,coarse,tried,-0.722080095,-0.151422091,0,1
1135,283,48,48-b,48,pun,1,dear,pet,0.1898141,0.228277311,0,1
1136,283,48,48-b,48,pun,1,dear,very,-0.202505068,-0.82008547,0,1
1142,284,49,49-b,49,pun,1,be,hive,-0.67396499,1.99161332,0,1
1144,284,49,49-b,49,pun,1,be,long,-0.371411379,-0.676077564,0,1
1149,284,49,49-b,49,pun,1,be,want,-0.212850968,-0.543120328,0,1
1170,285,50,50-b,50,pun,1,break,careful,0.065577869,0.678402617,0,1
1172,285,50,50-b,50,pun,1,break,fast,0.481797687,0.659288052,0,1
1174,285,50,50-b,50,pun,1,break,not,-0.585134454,-0.701227256,0,1
1176,285,50,50-b,50,pun,1,break,really,-0.433639757,-0.653005421,0,1
1177,285,50,50-b,50,pun,1,break,run,0.360466076,-0.036327434,0,1
1196,286,51,51-b,51,pun,1,flower,brought,0.069641627,-0.558813333,0,1
1197,286,51,51-b,51,pun,1,flower,chef,-0.748757797,1.383582874,0,1
1198,286,51,51-b,51,pun,1,flower,day,0.027390137,-0.652054579,0,1
1200,286,51,51-b,51,pun,1,flower,girlfriend,0.549974398,-0.785812624,0,1
1203,286,51,51-b,51,pun,1,flower,pastry,-0.338104018,1.813321928,0,1
1207,286,51,51-b,51,pun,1,flower,valentine's,1.36529413,-0.564782772,0,1
1209,287,52,52-b,52,pun,1,fair,driver,-0.431253583,0.801534234,0,1
1211,287,52,52-b,52,pun,1,fair,insisted,-0.061648,-0.667750995,0,1
1215,287,52,52-b,52,pun,1,fair,toll,0.367733434,1.556833585,0,1
1216,287,52,52-b,52,pun,1,fair,wasn't,-0.035485422,-0.640278029,0,1
1226,288,53,53-b,53,pun,1,heal,foot,-0.087361429,1.940974239,0,1
1227,288,53,53-b,53,pun,1,heal,injured,1.472511115,0.057277285,0,1
1228,288,53,53-b,53,pun,1,heal,just,-0.688196532,-0.824635495,0,1
1246,289,54,54-b,54,pun,1,him,perform,0.109566256,0.661800948,0,1
1247,289,54,54-b,54,pun,1,him,priest,0.835605283,1.136078096,0,1
1250,289,54,54-b,54,pun,1,him,song,-0.550481657,1.83254005,0,1
1251,289,54,54-b,54,pun,1,him,wrote,-0.268573499,0.463668465,0,1
1265,290,55,55-b,55,pun,1,knows,best,0.197022525,-0.580979706,0,1
1267,290,55,55-b,55,pun,1,knows,mother,0.096348478,0.002822517,0,1
1280,291,56,56-b,56,pun,1,in,hotel,-0.065879193,1.902320928,0,1
1281,291,56,56-b,56,pun,1,in,made,-0.071033816,-0.564564491,0,1
1283,291,56,56-b,56,pun,1,in,sleep,-0.208159509,1.426429404,0,1
1284,291,56,56-b,56,pun,1,in,stayed,0.302022196,0.708630598,0,1
1285,291,56,56-b,56,pun,1,in,sure,-0.314133727,-0.796065211,0,1
1295,292,57,57-b,57,pun,1,idle,celebrity,-0.497385494,1.630079064,0,1
1299,292,57,57-b,57,pun,1,idle,looking,-0.067710448,-0.237904966,0,1
1301,292,57,57-b,57,pun,1,idle,realized,-0.71578071,-0.382846755,0,1
1303,292,57,57-b,57,pun,1,idle,spent,-0.533821451,-0.810311842,0,1
1305,292,57,57-b,57,pun,1,idle,time,0.693466411,-0.582583342,0,1
1306,292,57,57-b,57,pun,1,idle,want,-0.65285615,0.125242085,0,1
1320,293,58,58-b,58,pun,1,made,clean,-0.217471608,1.43335711,0,1
1322,293,58,58-b,58,pun,1,made,up,0.028415389,-0.636687235,0,1
1323,293,58,58-b,58,pun,1,made,want,-0.390418074,-0.346160818,0,1
1329,294,59,59-b,59,pun,1,none,cared,-0.719476434,0.258241812,0,1
1330,294,59,59-b,59,pun,1,none,church,-0.661351908,1.511023217,0,1
1333,294,59,59-b,59,pun,1,none,new,-0.636518895,-0.512519397,0,1
1334,294,59,59-b,59,pun,1,none,opened,-0.694379985,-0.725367293,0,1
1347,295,60,60-b,60,pun,1,morning,cried,-0.622012371,1.519026606,0,1
1352,295,60,60-b,60,pun,1,morning,up,0.98398147,-0.130271793,0,1
1353,295,60,60-b,60,pun,1,morning,woke,1.54108883,-0.343863179,0,1
1371,296,61,61-b,61,pun,1,meet,butcher,-0.480239123,1.86152445,0,1
1373,296,61,61-b,61,pun,1,meet,glad,0.214778506,-0.624577141,0,1
1378,296,61,61-b,61,pun,1,meet,very,-0.635296521,-0.750802155,0,1
1379,297,62,62-b,62,pun,1,real,believe,0.857271047,-0.517334344,0,1
1380,297,62,62-b,62,pun,1,real,caught,-0.65036339,0.309116965,0,1
1384,297,62,62-b,62,pun,1,real,fisherman,-0.26450889,1.367889734,0,1
1389,297,62,62-b,62,pun,1,real,think,-0.281010289,-0.575037021,0,1
1405,298,63,63-b,63,pun,1,pair,brave,-0.727246795,-0.784706099,0,1
1406,298,63,63-b,63,pun,1,pair,enough,-0.415330884,-0.742273829,0,1
1407,298,63,63-b,63,pun,1,pair,farmer,-0.57056734,0.818799098,0,1
1408,298,63,63-b,63,pun,1,pair,fruit,-0.064065931,1.888157498,0,1
1409,298,63,63-b,63,pun,1,pair,grow,-0.085698222,0.684217304,0,1
1430,299,64,64-b,64,pun,1,prey,birds,0.980555011,-0.31666961,0,1
1430,299,64,64-b,64,pun,1,prey,birds,0.980555011,-0.31666961,0,1
1436,299,64,64-b,64,pun,1,prey,parish,-0.329569116,1.555833381,0,1
1449,300,65,65-b,65,pun,1,route,better,-0.074700608,-0.653153598,0,1
1450,300,65,65-b,65,pun,1,route,different,0.072262058,-0.628259539,0,1
1451,300,65,65-b,65,pun,1,route,farm,-0.324646459,0.785424192,0,1
1454,300,65,65-b,65,pun,1,route,make,-0.136643945,-0.640564017,0,1
1455,300,65,65-b,65,pun,1,route,take,0.425023793,-0.599633919,0,1
1456,300,65,65-b,65,pun,1,route,tree,-0.493103037,1.261934181,0,1
1459,300,65,65-b,65,pun,1,route,want,-0.533964192,-0.821371667,0,1
1460,300,65,65-b,65,pun,1,route,way,1.57234326,-0.54305294,0,1
11,301,66,1-b,1,depunned,1,profit,nationalism,-0.021314378,-0.058351208,0,1
12,301,66,1-b,1,depunned,1,profit,non,0.76452703,-0.650018431,0,1
13,301,66,1-b,1,depunned,1,profit,organization,1.344302809,0.123608176,0,1
46,302,67,2-b,2,depunned,1,pie,get,-0.213873793,-0.532050103,0,1
47,302,67,2-b,2,depunned,1,pie,large,0.203214357,-0.196874277,0,1
54,302,67,2-b,2,depunned,1,pie,waistline,0.520186144,-0.7108886,0,1
72,303,68,3-b,3,depunned,1,need,basis,0.363879125,-0.724020559,0,1
74,303,68,3-b,3,depunned,1,need,cake,-0.555317628,0.12823403,0,1
79,303,68,3-b,3,depunned,1,need,know,-0.08894483,-0.664626706,0,1
82,303,68,3-b,3,depunned,1,need,mothers,0.424642178,-0.548335746,0,1
84,303,68,3-b,3,depunned,1,need,recipes,-0.181518542,1.004924966,0,1
86,303,68,3-b,3,depunned,1,need,trade,0.499910519,-0.58008783,0,1
102,304,69,4-b,4,depunned,1,or,choose,1.166963655,-0.51196844,0,1
103,304,69,4-b,4,depunned,1,or,customer,-0.604678545,-0.718695956,0,1
105,304,69,4-b,4,depunned,1,or,either,1.802274457,-0.745201312,0,1
107,304,69,4-b,4,depunned,1,or,indecisive,0.924511546,-0.736316505,0,1
108,304,69,4-b,4,depunned,1,or,not,0.061294261,-0.73898887,0,1
116,305,70,5-b,5,depunned,1,tears,emotional,1.613409237,-0.093719285,0,1
117,305,70,5-b,5,depunned,1,tears,even,-0.643260403,-0.21256834,0,1
118,305,70,5-b,5,depunned,1,tears,mother-in-law,0.008489572,-0.581648779,0,1
125,305,70,5-b,5,depunned,1,tears,wedding,1.167013135,0.363679868,0,1
140,306,71,6-b,6,depunned,1,pole,conduct,-0.131050615,0.79637133,0,1
142,306,71,6-b,6,depunned,1,pole,country,-0.441639232,-0.020817463,0,1
143,306,71,6-b,6,depunned,1,pole,decided,-0.438823318,0.888379398,0,1
145,306,71,6-b,6,depunned,1,pole,gallup,0.133668179,0.685861504,0,1
146,306,71,6-b,6,depunned,1,pole,new,-0.573021617,-0.30941208,0,1
166,307,72,7-b,7,depunned,1,board,chairman,1.891566794,-0.257766851,0,1
169,307,72,7-b,7,depunned,1,board,executive,1.514850716,-0.232066116,0,1
170,307,72,7-b,7,depunned,1,board,galas,-0.540874047,-0.687181246,0,1
190,308,73,8-b,8,depunned,1,grease,dolmas,-0.274341775,0.557215052,0,1
193,308,73,8-b,8,depunned,1,grease,know,-0.669045928,-0.577456692,0,1
194,308,73,8-b,8,depunned,1,grease,made,-0.586369571,-0.564552226,0,1
207,309,74,9-b,9,depunned,1,sign,above,-0.011263401,-0.539975973,0,1
209,309,74,9-b,9,depunned,1,sign,biology,-0.394003312,-0.500066547,0,1
213,309,74,9-b,9,depunned,1,sign,hoping,-0.145123348,-0.763760078,0,1
215,309,74,9-b,9,depunned,1,sign,prayed,0.347605059,-0.781460533,0,1
218,309,74,9-b,9,depunned,1,sign,tests,-0.19480109,-0.122511114,0,1
246,310,75,10-b,10,depunned,1,principle,church,0.263537248,-0.313258918,0,1
247,310,75,10-b,10,depunned,1,principle,disliked,0.099790292,-0.136515567,0,1
249,310,75,10-b,10,depunned,1,principle,john,-0.438655141,-0.059251367,0,1
250,310,75,10-b,10,depunned,1,principle,just,1.030609819,0.366797927,0,1
253,310,75,10-b,10,depunned,1,principle,not,-0.574541502,-0.750032,0,1
275,311,76,11-b,11,depunned,1,seedy,grocery,-0.325687241,-0.812398877,0,1
278,311,76,11-b,11,depunned,1,seedy,part,-0.118107336,-0.422293117,0,1
280,311,76,11-b,11,depunned,1,seedy,stores,-0.392169307,0.803521617,0,1
281,311,76,11-b,11,depunned,1,seedy,town,-0.143891918,-0.67697029,0,1
284,312,77,12-b,12,depunned,1,hair,got,-0.523207923,-0.805884849,0,1
287,312,77,12-b,12,depunned,1,hair,mad,-0.399004337,-0.399919617,0,1
289,312,77,12-b,12,depunned,1,hair,out,-0.341957696,-0.832510067,0,1
291,312,77,12-b,12,depunned,1,hair,professor,-0.50178195,-0.809929124,0,1
292,312,77,12-b,12,depunned,1,hair,pulled,0.793711827,-0.746881884,0,1
317,313,78,13-b,13,depunned,1,naughty,admonished,0.304300529,-0.648839231,0,1
318,313,78,13-b,13,depunned,1,naughty,apparently,-0.483787797,-0.750032,0,1
319,313,78,13-b,13,depunned,1,naughty,boy,0.340873612,-0.524156448,0,1
322,313,78,13-b,13,depunned,1,naughty,father,-0.415566217,-0.795986539,0,1
326,313,78,13-b,13,depunned,1,naughty,young,0.14893242,-0.639578699,0,1
331,314,79,14-b,14,depunned,1,taught,learn,1.71226036,-0.576975932,0,1
335,314,79,14-b,14,depunned,1,taught,skateboard,0.04259686,-0.758430767,0,1
337,314,79,14-b,14,depunned,1,taught,tricks,0.383502192,-0.474706301,0,1
349,315,80,15-b,15,depunned,1,marks,class,0.545062066,0.578105668,0,1
351,315,80,15-b,15,depunned,1,marks,dropped,-0.166436781,-0.781460533,0,1
356,315,80,15-b,15,depunned,1,marks,lousy,-0.02914144,-0.700099018,0,1
357,315,80,15-b,15,depunned,1,marks,math,0.389682321,-0.767959074,0,1
358,315,80,15-b,15,depunned,1,marks,out,-0.468658789,-0.706776015,0,1
385,316,81,16-b,16,depunned,1,high,boy,-0.437116177,-0.417689106,0,1
387,316,81,16-b,16,depunned,1,high,instinctively,-0.38716255,-0.349854622,0,1
388,316,81,16-b,16,depunned,1,high,natural,-0.157847829,-0.689691795,0,1
390,316,81,16-b,16,depunned,1,high,risks,0.459151963,-0.304743819,0,1
393,316,81,16-b,16,depunned,1,high,takes,-0.668717148,-0.693282177,0,1
398,317,82,17-b,17,depunned,1,days,end,-0.001792814,-0.781159905,0,1
399,317,82,17-b,17,depunned,1,days,having,-0.402625515,-0.930877055,0,1
401,317,82,17-b,17,depunned,1,days,longs,-0.17518217,-0.340935657,0,1
403,317,82,17-b,17,depunned,1,days,school,0.829777152,-0.178407141,0,1
405,317,82,17-b,17,depunned,1,days,teacher,-0.010627663,-0.653580937,0,1
406,317,82,17-b,17,depunned,1,days,time,1.575538749,-0.436061797,0,1
407,317,82,17-b,17,depunned,1,days,tough,0.093878323,-0.333186385,0,1
422,318,83,18-b,18,depunned,1,pros,bankers,0.022727157,-0.691174695,0,1
423,318,83,18-b,18,depunned,1,pros,cons,1.562762916,-0.587049833,0,1
425,318,83,18-b,18,depunned,1,pros,jail,-0.674232177,-0.696797307,0,1
443,319,84,19-b,19,depunned,1,plain,driving,-0.610864636,-0.083360439,0,1
444,319,84,19-b,19,depunned,1,plain,eat,-0.226245133,-0.144761088,0,1
445,319,84,19-b,19,depunned,1,plain,expect,-0.672960552,-0.382682084,0,1
446,319,84,19-b,19,depunned,1,plain,fancy,0.324450008,-0.202904824,0,1
449,319,84,19-b,19,depunned,1,plain,food,0.23343159,0.151330212,0,1
451,319,84,19-b,19,depunned,1,plain,not,-0.288942001,-0.749886832,0,1
480,320,85,20-b,20,depunned,1,damn,best,-0.310985493,-0.739470846,0,1
482,320,85,20-b,20,depunned,1,damn,ever,-0.570525947,-0.714138324,0,1
484,320,85,20-b,20,depunned,1,damn,horror,0.336131541,-0.572337553,0,1
486,320,85,20-b,20,depunned,1,damn,movie,-0.585364406,-0.735985557,0,1
486,320,85,20-b,20,depunned,1,damn,movie,-0.585364406,-0.735985557,0,1
487,320,85,20-b,20,depunned,1,damn,night,-0.514829836,-0.520710889,0,1
489,320,85,20-b,20,depunned,1,damn,saw,-0.763361954,-0.307453941,0,1
491,320,85,20-b,20,depunned,1,damn,seen,-0.680358393,-0.690693545,0,1
504,321,86,21-b,21,depunned,1,hurts,horse,-0.473041096,-0.772358068,0,1
508,321,86,21-b,21,depunned,1,hurts,slow,-0.470437756,-0.302989984,0,1
525,322,87,22-b,22,depunned,1,roll,directors,0.161933505,1.313794948,0,1
527,322,87,22-b,22,depunned,1,roll,great,-0.515024286,-0.283150414,0,1
530,322,87,22-b,22,depunned,1,roll,movie,0.594719169,1.532476003,0,1
537,323,88,23-b,23,depunned,1,caller,id,1.368685278,0.40944158,0,1
538,323,88,23-b,23,depunned,1,caller,man,0.085463008,0.233988351,0,1
539,323,88,23-b,23,depunned,1,caller,name,0.722813874,-0.106902364,0,1
542,323,88,23-b,23,depunned,1,caller,pocket,-0.282536407,0.491531192,0,1
543,323,88,23-b,23,depunned,1,caller,put,-0.719297165,-0.622695174,0,1
545,323,88,23-b,23,depunned,1,caller,shirt,-0.621766767,1.569426463,0,1
571,324,89,24-b,24,depunned,1,steel,bodybuilders,0.250448323,-0.649597703,0,1
577,324,89,24-b,24,depunned,1,steel,muscles,-0.143208756,-0.453849102,0,1
583,325,90,25-b,25,depunned,1,die,actress,-0.37253657,-0.191653442,0,1
591,325,90,25-b,25,depunned,1,die,saw,-0.302942596,-0.701321696,0,1
594,325,90,25-b,25,depunned,1,die,thought,-0.598395341,-0.82578583,0,1
596,325,90,25-b,25,depunned,1,die,wrinkle,-0.059769336,-0.271485603,0,1
621,326,91,26-b,26,depunned,1,waste,cardboard,0.720292439,-0.76867622,0,1
623,326,91,26-b,26,depunned,1,waste,fort,-0.684103355,-0.700031899,0,1
625,326,91,26-b,26,depunned,1,waste,paper,0.715106249,-0.586922992,0,1
629,327,92,27-b,27,depunned,1,feat,able,0.192267427,-0.318576775,0,1
630,327,92,27-b,27,depunned,1,feat,being,-0.32027531,-0.606391309,0,1
632,327,92,27-b,27,depunned,1,feat,fit,-0.561509507,-0.037323991,0,1
633,327,92,27-b,27,depunned,1,feat,fourteen,-0.690051472,0.377560615,0,1
636,327,92,27-b,27,depunned,1,feat,pants,-0.603770822,0.112402272,0,1
638,327,92,27-b,27,depunned,1,feat,quite,-0.190079146,-0.593675754,0,1
641,327,92,27-b,27,depunned,1,feat,size,-0.45251572,0.721870727,0,1
662,328,93,28-b,28,depunned,1,allowed,intern,-0.329641635,-0.802449265,0,1
664,328,93,28-b,28,depunned,1,allowed,not,-0.329427842,-0.538579436,0,1
667,328,93,28-b,28,depunned,1,allowed,say,-0.033663658,1.335776396,0,1
671,328,93,28-b,28,depunned,1,allowed,wanted,0.328884943,-0.635801964,0,1
699,329,94,29-b,29,depunned,1,pale,burdens,-0.696741771,-0.494173788,0,1
700,329,94,29-b,29,depunned,1,pale,carry,-0.217803528,0.829926254,0,1
702,329,94,29-b,29,depunned,1,pale,feeling,-0.256058431,-0.685825422,0,1
707,329,94,29-b,29,depunned,1,pale,start,-0.750168933,-0.712694931,0,1
708,329,94,29-b,29,depunned,1,pale,those,-0.83061309,-0.716689837,0,1
711,330,95,30-b,30,depunned,1,manner,anchor,-0.715960213,-0.544392635,0,1
713,330,95,30-b,30,depunned,1,manner,family,0.026847491,0.646361356,0,1
718,330,95,30-b,30,depunned,1,manner,man's,-0.295230845,-0.272675645,0,1
719,330,95,30-b,30,depunned,1,manner,manor,-0.807980869,2.17883931,0,1
722,330,95,30-b,30,depunned,1,manner,speaking,0.646434966,-0.458717251,0,1
757,331,96,31-b,31,depunned,1,cash,chips,0.7956559,-0.819637414,0,1
758,331,96,31-b,31,depunned,1,cash,competitor,-0.141558575,-0.568240514,0,1
762,331,96,31-b,31,depunned,1,cash,ended,-0.454443007,-0.603802302,0,1
763,331,96,31-b,31,depunned,1,cash,online,-0.181050587,1.029892406,0,1
765,331,96,31-b,31,depunned,1,cash,poker,1.316488685,-0.2132602,0,1
768,331,96,31-b,31,depunned,1,cash,suddenly,-0.56330868,-0.675640845,0,1
770,331,96,31-b,31,depunned,1,cash,tournament,0.755545695,-0.729033819,0,1
773,332,97,32-b,32,depunned,1,rain,autumn,1.09296528,-0.481891487,0,1
774,332,97,32-b,32,depunned,1,rain,britain,0.061046913,1.042022668,0,1
780,332,97,32-b,32,depunned,1,rain,long,-0.350116242,0.642961873,0,1
782,332,97,32-b,32,depunned,1,rain,place,-0.136697917,-0.024887767,0,1
785,332,97,32-b,32,depunned,1,rain,wet,2.093230813,-0.759895853,0,1
815,333,98,33-b,33,depunned,1,time,extra,0.421663016,-0.718040206,0,1
818,333,98,33-b,33,depunned,1,time,gardeners,-0.444254531,1.344828955,0,1
819,333,98,33-b,33,depunned,1,time,get,-0.3333092,-0.459086859,0,1
825,333,98,33-b,33,depunned,1,time,tomato,-0.573106796,0.508965321,0,1
826,333,98,33-b,33,depunned,1,time,work,0.870582592,-0.633998157,0,1
828,334,99,34-b,34,depunned,1,poor,bad,0.507396557,-0.52912533,0,1
831,334,99,34-b,34,depunned,1,poor,excuse,0.546949903,-0.797260382,0,1
835,334,99,34-b,34,depunned,1,poor,say,-0.598910423,-0.721007352,0,1
835,334,99,34-b,34,depunned,1,poor,say,-0.598910423,-0.721007352,0,1
839,334,99,34-b,34,depunned,1,poor,teeth,-0.014939574,-0.45572585,0,1
869,335,100,35-b,35,depunned,1,guilt,complex,0.662758497,-0.330724331,0,1
876,335,100,35-b,35,depunned,1,guilt,like,-0.621661154,-0.379747841,0,1
877,335,100,35-b,35,depunned,1,guilt,paint,-0.781460533,-0.023620318,0,1
878,335,100,35-b,35,depunned,1,guilt,people,0.305665447,-0.302710537,0,1
880,335,100,35-b,35,depunned,1,guilt,purple,-0.803089329,-0.687010578,0,1
884,336,101,36-b,36,depunned,1,err,careless,1.378747103,-0.407451013,0,1
914,337,102,37-b,37,depunned,1,sun,got,-0.646079413,-0.750504706,0,1
916,337,102,37-b,37,depunned,1,sun,only,-0.665076312,0.055293382,0,1
917,337,102,37-b,37,depunned,1,sun,parrot,-0.474117686,-0.712210007,0,1
918,337,102,37-b,37,depunned,1,sun,rest,-0.515133451,-0.494602382,0,1
936,338,103,38-b,38,depunned,1,seas,cannot,-0.834120549,-0.561368366,0,1
937,338,103,38-b,38,depunned,1,seas,choristers,-0.568711897,-0.164473832,0,1
940,338,103,38-b,38,depunned,1,seas,high,1.15987515,-0.577071422,0,1
941,338,103,38-b,38,depunned,1,seas,hit,-0.617809813,-0.752815211,0,1
942,338,103,38-b,38,depunned,1,seas,make,-0.650018431,-0.583384169,0,1
944,338,103,38-b,38,depunned,1,seas,novice,-0.59044442,-0.620696349,0,1
948,338,103,38-b,38,depunned,1,seas,singers,-0.721792247,-0.351746838,0,1
950,338,103,38-b,38,depunned,1,seas,terrible,0.208366564,-0.480278263,0,1
966,339,104,39-b,39,depunned,1,what,bright,-0.808464664,1.27752717,0,1
970,339,104,39-b,39,depunned,1,what,knows,0.249689963,-0.750032,0,1
973,339,104,39-b,39,depunned,1,what,optometrist,-0.808577347,-0.569010045,0,1
975,339,104,39-b,39,depunned,1,what,spark,-0.667509975,0.669217971,0,1
980,339,104,39-b,39,depunned,1,what,what's,1.727922581,-0.750032,0,1
981,340,105,40-b,40,depunned,1,raiser,balance,-0.109023983,-0.528023149,0,1
983,340,105,40-b,40,depunned,1,raiser,budget,-0.304511824,-0.576139639,0,1
985,340,105,40-b,40,depunned,1,raiser,fund,0.810271506,-0.729274222,0,1
988,340,105,40-b,40,depunned,1,raiser,mayor,-0.482292327,-0.795271193,0,1
992,340,105,40-b,40,depunned,1,raiser,turned,-0.628219204,-0.706402674,0,1
994,340,105,40-b,40,depunned,1,raiser,wanted,-0.503213354,-0.461981485,0,1