pairID,sentenceID,sentenceType,homophoneID,version,m1,word,condition,correctPairID,dummy
1535,318,nonpun,78,b,paste,weeks,16,2051,1
26,4,pun,4,a,heir,extension,17,26,1
74,13,pun,13,a,whirled,turn,17,74,1
122,22,pun,22,a,sperm,chromosome,17,122,1
170,30,pun,30,a,tamper,make,17,170,1
218,37,pun,37,a,tolkien,sleep,17,218,1
266,47,pun,47,a,house,said,17,266,1
314,57,pun,57,a,decade,tooth,17,1972,1
362,65,pun,65,a,revolution,january,17,362,1
410,73,pun,73,a,digestion,mass,17,410,1
458,82,pun,2,b,truth,patient,17,458,1
506,90,pun,10,b,steeler,clue,17,506,1
554,99,pun,19,b,salvation,army,17,554,1
602,107,pun,27,b,screening,horror,17,602,1
650,116,pun,36,b,lambs,time,17,650,1
698,124,pun,44,b,ante,bet,17,698,1
746,133,pun,53,b,lot,thanks,17,746,1
794,142,pun,62,b,prison,bifocals,17,794,1
842,149,pun,69,b,littering,suspiciously,17,842,1
890,159,pun,79,b,express,making,17,890,1
938,171,nonpun,11,a,wicker,made,17,938,1
986,185,nonpun,25,a,bonus,year,17,986,1
1034,197,nonpun,37,a,tolkien,rings,17,1034,1
1082,210,nonpun,50,a,garden,small,17,1082,1
1130,223,nonpun,63,a,fridge,milk,17,1130,1
1178,236,nonpun,76,a,author,authors,17,1178,1
1226,249,nonpun,9,b,mass,town,17,1226,1
1274,263,nonpun,23,b,crime,fight,17,1274,1
1322,277,nonpun,37,b,talking,friend,17,1322,1
1370,290,nonpun,50,b,guarding,house,17,1370,1
1418,304,nonpun,64,b,chief,leader,17,1418,1
1466,317,nonpun,77,b,sauce,eat,17,1466,1
1467,161,nonpun,1,a,line,company,17,1484,1
1468,164,nonpun,4,a,hair,prince,17,1492,1
1469,166,nonpun,6,a,ambulance,warmth,17,1500,1
1470,168,nonpun,8,a,reward,reworded,17,1508,1
1471,171,nonpun,11,a,wicked,made,17,1516,1
1472,173,nonpun,13,a,world,dancers,17,1524,1
1473,175,nonpun,15,a,lunch,took,17,1532,1
1474,178,nonpun,18,a,feelings,dentist,17,1540,1
1475,182,nonpun,22,a,spur,decided,17,1548,1
1476,184,nonpun,24,a,pock,race,17,1556,1
1477,185,nonpun,25,a,bones,year,17,1564,1
1478,187,nonpun,27,a,screening,pulled,17,1572,1
1479,189,nonpun,29,a,can't,philosopher,17,1580,1
1480,191,nonpun,31,a,late,up,17,1588,1
1481,193,nonpun,33,a,twist,away,17,1596,1
1482,195,nonpun,35,a,leaving,pages,17,1604,1
1483,197,nonpun,37,a,talking,rings,17,1612,1
1484,200,nonpun,40,a,alcohol,out,17,1620,1
1485,201,nonpun,41,a,slave,growing,17,1628,1
1486,202,nonpun,42,a,aching,idol,17,1636,1
1487,204,nonpun,44,a,ante,mother's,17,1644,1
1488,207,nonpun,47,a,how's,corner,17,1652,1
1489,210,nonpun,50,a,guarding,small,17,1660,1
1490,211,nonpun,51,a,been,beans,17,1668,1
1491,213,nonpun,53,a,lot,60-watt,17,1676,1
1492,215,nonpun,55,a,crack,morning,17,1684,1
1493,218,nonpun,58,a,traumatic,written,17,1692,1
1494,221,nonpun,61,a,doubling,capital,17,1700,1
1495,223,nonpun,63,a,bridge,milk,17,1708,1
1496,225,nonpun,65,a,resolution,worked,17,1716,1
1497,227,nonpun,67,a,insider,meat,17,1724,1
1498,229,nonpun,69,a,littering,sun,17,1732,1
1499,232,nonpun,72,a,next,scarf,17,1740,1
1500,234,nonpun,74,a,cream,paper,17,1748,1
1501,236,nonpun,76,a,offer,authors,17,1756,1
1502,238,nonpun,78,a,pays,used,17,1764,1
1503,240,nonpun,80,a,sense,relaxes,17,1772,1
1504,243,nonpun,3,b,cilia,drinks,17,1780,1
1505,245,nonpun,5,b,clothing,made,17,1788,1
1506,247,nonpun,7,b,perches,decided,17,1796,1
1507,249,nonpun,9,b,math,town,17,1804,1
1508,251,nonpun,11,b,wicker,parents,17,1812,1
1509,254,nonpun,14,b,caesars,use,17,1820,1
1510,257,nonpun,17,b,flea,twenty,17,1828,1
1511,259,nonpun,19,b,salivation,minister,17,1836,1
1512,261,nonpun,21,b,braille,release,17,1844,1
1513,263,nonpun,23,b,grime,fight,17,1852,1
1514,265,nonpun,25,b,bonus,give,17,1860,1
1515,268,nonpun,28,b,ohms,like,17,1868,1
1516,270,nonpun,30,b,tamper,easily,17,1876,1
1517,272,nonpun,32,b,libel,cause,17,1884,1
1518,274,nonpun,34,b,propane,language,17,1892,1
1519,277,nonpun,37,b,tolkien,friend,17,1900,1
1520,279,nonpun,39,b,raven,man,17,1908,1
1521,281,nonpun,41,b,shave,late,17,1916,1
1522,283,nonpun,43,b,irrigation,showed,17,1924,1
1523,285,nonpun,45,b,fuchsia,knows,17,1932,1
1524,288,nonpun,48,b,eire,sat,17,1940,1
1525,290,nonpun,50,b,garden,house,17,1948,1
1526,292,nonpun,52,b,odor,dates,17,1956,1
1527,295,nonpun,55,b,crank,glass,17,1964,1
1528,297,nonpun,57,b,decade,tooth,17,1972,1
1529,298,nonpun,58,b,grammatic,experience,17,1980,1
1530,301,nonpun,61,b,dublin,makes,17,1988,1
1531,304,nonpun,64,b,thief,leader,17,1996,1
1532,305,nonpun,65,b,revolution,smoking,17,2004,1
1533,307,nonpun,67,b,incisor,trouble,17,2012,1
1534,310,nonpun,70,b,altitude,work,17,2020,1
1535,313,nonpun,73,b,digestion,hurricane,17,2028,1
1536,315,nonpun,75,b,seize,clearly,17,2036,1
1537,317,nonpun,77,b,source,eat,17,2044,1
1538,319,nonpun,79,b,espresso,learn,17,2052,1
35,6,pun,6,a,ambiance,job,18,35,1
83,15,pun,15,a,launch,astronauts,18,83,1
131,23,pun,23,a,grime,eat,18,131,1
179,32,pun,32,a,libel,write,18,179,1
227,39,pun,39,a,raven,madman,18,227,1
275,49,pun,49,a,alp,switzerland,18,275,1
323,59,pun,59,a,grammatic,teacher,18,323,1
371,66,pun,66,a,plants,offices,18,371,1
419,74,pun,74,a,ream,crop,18,419,1
467,84,pun,4,b,hair,man,18,467,1
515,91,pun,11,b,wicked,aron,18,515,1
563,101,pun,21,b,bail,arrest,18,563,1
611,108,pun,28,b,holmes,adventures,18,611,1
659,117,pun,37,b,talking,night,18,659,1
707,125,pun,45,b,future,forget,18,707,1
755,136,pun,56,b,lag,cramped,18,755,1
803,143,pun,63,b,bridge,just,18,803,1
851,151,pun,71,b,presents,christmas,18,1445,1
899,160,pun,80,b,sense,known,18,899,1
947,173,nonpun,13,a,whirled,stage,18,947,1
995,187,nonpun,27,a,screaming,out,18,995,1
1043,200,nonpun,40,a,alkaline,diet,18,1043,1
1091,212,nonpun,52,a,odor,old,18,1091,1
1139,225,nonpun,65,a,revolution,lived,18,1139,1
1187,238,nonpun,78,a,paste,put,18,1187,1
1235,252,nonpun,12,b,special,birthday,18,1235,1
1283,265,nonpun,25,b,bones,shape,18,1283,1
1331,279,nonpun,39,b,raving,frightened,18,1331,1
1379,293,nonpun,53,b,lot,decided,18,1379,1
1427,306,nonpun,66,b,pants,legs,18,1427,1
1475,319,nonpun,79,b,express,feelings,18,1475,1
1476,162,nonpun,2,a,truth,dentist,18,1485,1
1477,164,nonpun,4,a,hair,william,18,1493,1
1478,166,nonpun,6,a,ambulance,charm,18,1501,1
1479,168,nonpun,8,a,reward,speech,18,1509,1
1480,172,nonpun,12,a,special,good,18,1517,1
1481,173,nonpun,13,a,world,stage,18,1525,1
1482,175,nonpun,15,a,lunch,place,18,1533,1
1483,178,nonpun,18,a,feelings,replaced,18,1541,1
1484,182,nonpun,22,a,spur,donate,18,1549,1
1485,184,nonpun,24,a,pock,began,18,1557,1
1486,186,nonpun,26,a,habit,favorite,18,1565,1
1487,187,nonpun,27,a,screening,out,18,1573,1
1488,190,nonpun,30,a,temper,barista,18,1581,1
1489,192,nonpun,32,a,liable,tabloid,18,1589,1
1490,193,nonpun,33,a,twist,country,18,1597,1
1491,195,nonpun,35,a,leaving,old,18,1605,1
1492,198,nonpun,38,a,magnet,coal,18,1613,1
1493,200,nonpun,40,a,alcohol,diet,18,1621,1
1494,201,nonpun,41,a,slave,long,18,1629,1
1495,203,nonpun,43,a,irritation,irrigation is,18,1637,1
1496,204,nonpun,44,a,ante,sister,18,1645,1
1497,208,nonpun,48,a,fire,former,18,1653,1
1498,210,nonpun,50,a,guarding,flower,18,1661,1
1499,212,nonpun,52,a,order,old,18,1669,1
1500,213,nonpun,53,a,lot,light,18,1677,1
1501,216,nonpun,56,a,lag,runners,18,1685,1
1502,218,nonpun,58,a,traumatic,works,18,1693,1
1503,221,nonpun,61,a,doubling,ireland,18,1701,1
1504,223,nonpun,63,a,bridge,meat,18,1709,1
1505,225,nonpun,65,a,resolution,lived,18,1717,1
1506,227,nonpun,67,a,insider,strong,18,1725,1
1507,230,nonpun,70,a,attitude,airplane,18,1733,1
1508,232,nonpun,72,a,next,neck,18,1741,1
1509,234,nonpun,74,a,cream,week,18,1749,1
1510,236,nonpun,76,a,offer,spanish,18,1757,1
1511,238,nonpun,78,a,pays,put,18,1765,1
1512,241,nonpun,1,b,lion,notebook,18,1773,1
1513,243,nonpun,3,b,cilia,wine,18,1781,1
1514,245,nonpun,5,b,clothing,remarks,18,1789,1
1515,247,nonpun,7,b,perches,new,18,1797,1
1516,249,nonpun,9,b,math,square,18,1805,1
1517,252,nonpun,12,b,spatial,birthday,18,1813,1
1518,254,nonpun,14,b,caesars,cut,18,1821,1
1519,257,nonpun,17,b,flea,years,18,1829,1
1520,259,nonpun,19,b,salivation,prayed,18,1837,1
1521,261,nonpun,21,b,braille,jail ,18,1845,1
1522,263,nonpun,23,b,grime,murder,18,1853,1
1523,265,nonpun,25,b,bonus,shape,18,1861,1
1524,268,nonpun,28,b,ohms,reading,18,1869,1
1525,270,nonpun,30,b,tamper,angered,18,1877,1
1526,272,nonpun,32,b,libel,property,18,1885,1
1527,275,nonpun,35,b,leafing,work,18,1893,1
1528,277,nonpun,37,b,tolkien,whole,18,1901,1
1529,279,nonpun,39,b,raven,frightened,18,1909,1
1530,281,nonpun,41,b,shave,holiday,18,1917,1
1531,283,nonpun,43,b,irrigation,face,18,1925,1
1532,285,nonpun,45,b,fuchsia,happen,18,1933,1
1533,288,nonpun,48,b,eire,keep,18,1941,1
1534,290,nonpun,50,b,garden,mean,18,1949,1
1535,293,nonpun,53,b,watt,decided,18,1957,1
1536,296,nonpun,56,b,leg,communications,18,1965,1
1537,297,nonpun,57,b,decade,result,18,1973,1
1538,299,nonpun,59,b,grammatic,incident,18,1981,1
1539,301,nonpun,61,b,dublin,year,18,1989,1
1540,304,nonpun,64,b,thief,native,18,1997,1
1541,306,nonpun,66,b,plants,legs,18,2005,1
1542,308,nonpun,68,b,mimes,great,18,2013,1
1543,311,nonpun,71,b,presence,wait,18,2021,1
1544,313,nonpun,73,b,digestion,causes,18,2029,1
1545,315,nonpun,75,b,seize,getting,18,2037,1
1546,317,nonpun,77,b,source,chocolate,18,2045,1
1547,319,nonpun,79,b,espresso,feelings,18,2053,1
38,7,pun,7,a,perches,pet,19,38,1
86,16,pun,16,a,bloom,show,19,86,1
134,24,pun,24,a,epoch,grandparents,19,134,1
182,32,pun,32,a,libel,sue,19,182,1
230,40,pun,40,a,alkaline,went,19,230,1
278,49,pun,49,a,alp,lot,19,278,1
326,59,pun,59,a,grammatic,being,19,326,1
374,66,pun,66,a,plants,sisterhood,19,374,1
422,76,pun,76,a,author,mario,19,422,1
470,84,pun,4,b,hair,inherited,19,470,1
518,91,pun,11,b,wicked,humor,19,518,1
566,101,pun,21,b,bail,out,19,566,1
614,109,pun,29,b,can't,philosophy,19,614,1
662,117,pun,37,b,talking,written,19,662,1
710,126,pun,46,b,tell,organic,19,710,1
758,136,pun,56,b,lag,jet,19,758,1
806,144,pun,64,b,chief,robber,19,806,1
854,152,pun,72,b,next,looking,19,854,1
902,161,nonpun,1,a,lion,takes,19,902,1
950,174,nonpun,14,a,caesars,like,19,950,1
998,188,nonpun,28,a,ohms,measure,19,998,1
1046,200,nonpun,40,a,alkaline,ideal,19,1046,1
1094,212,nonpun,52,a,odor,air,19,1094,1
1142,226,nonpun,66,a,plants,not,19,1142,1
1190,239,nonpun,79,a,espresso,like,19,1190,1
1238,253,nonpun,13,b,world,possible,19,1238,1
1286,267,nonpun,27,b,screening,went,19,1286,1
1334,280,nonpun,40,b,alcohol,easily,19,1334,1
1382,293,nonpun,53,b,lot,parking,19,1382,1
1430,306,nonpun,66,b,pants,pair,19,1430,1
1478,320,nonpun,80,b,sense,business,19,1478,1
1479,162,nonpun,2,a,truth,examines,19,1486,1
1480,164,nonpun,4,a,hair,british,19,1494,1
1481,167,nonpun,7,a,purchase,pigeons,19,1502,1
1482,168,nonpun,8,a,reward,advisors,19,1510,1
1483,172,nonpun,12,a,special,skills,19,1518,1
1484,174,nonpun,14,a,scissors,owner,19,1526,1
1485,175,nonpun,15,a,lunch,morning,19,1534,1
1486,178,nonpun,18,a,feelings,lost ,19,1542,1
1487,183,nonpun,23,a,crime,city's,19,1550,1
1488,184,nonpun,24,a,pock,new,19,1558,1
1489,186,nonpun,26,a,habit,creatures,19,1566,1
1490,187,nonpun,27,a,screening,knife,19,1574,1
1491,190,nonpun,30,a,temper,used,19,1582,1
1492,192,nonpun,32,a,liable,newspaper,19,1590,1
1493,193,nonpun,33,a,twist,weekend,19,1598,1
1494,195,nonpun,35,a,leaving,book,19,1606,1
1495,198,nonpun,38,a,magnet,iron,19,1614,1
1496,200,nonpun,40,a,alcohol,maintain,19,1622,1
1497,201,nonpun,41,a,slave,need,19,1630,1
1498,203,nonpun,43,a,irritation,artificial,19,1638,1
1499,205,nonpun,45,a,future,favorite,19,1646,1
1500,208,nonpun,48,a,fire,name,19,1654,1
1501,210,nonpun,50,a,guarding,house ,19,1662,1
1502,212,nonpun,52,a,order,fish,19,1670,1
1503,213,nonpun,53,a,lot,bulb,19,1678,1
1504,216,nonpun,56,a,lag,need,19,1686,1
1505,218,nonpun,58,a,traumatic,stage ,19,1694,1
1506,222,nonpun,62,a,prison,prisms,19,1702,1
1507,224,nonpun,64,a,chief,stole,19,1710,1
1508,226,nonpun,66,a,pants,humans,19,1718,1
1509,227,nonpun,67,a,insider,incisors,19,1726,1
1510,230,nonpun,70,a,attitude,flying,19,1734,1
1511,233,nonpun,73,a,destruction,good,19,1742,1
1512,235,nonpun,75,a,see,seized,19,1750,1
1513,236,nonpun,76,a,offer,language,19,1758,1
1514,238,nonpun,78,a,pays,pictures,19,1766,1
1515,241,nonpun,1,b,lion,thin,19,1774,1
1516,243,nonpun,3,b,cilia,starts,19,1782,1
1517,245,nonpun,5,b,clothing,end,19,1790,1
1518,247,nonpun,7,b,perches,car,19,1798,1
1519,249,nonpun,9,b,math,concert,19,1806,1
1520,252,nonpun,12,b,spatial,party,19,1814,1
1521,254,nonpun,14,b,caesars,people's,19,1822,1
1522,257,nonpun,17,b,flea,prison,19,1830,1
1523,259,nonpun,19,b,salivation,evil,19,1838,1
1524,262,nonpun,22,b,sperm,boss,19,1846,1
1525,263,nonpun,23,b,grime,theft,19,1854,1
1526,266,nonpun,26,b,hobbit,smoking,19,1862,1
1527,268,nonpun,28,b,ohms,sherlock,19,1870,1
1528,271,nonpun,31,b,latte,meeting,19,1878,1
1529,273,nonpun,33,b,tryst,twisted,19,1886,1
1530,275,nonpun,35,b,leafing,right,19,1894,1
1531,277,nonpun,37,b,tolkien,time,19,1902,1
1532,279,nonpun,39,b,raven,those,19,1910,1
1533,281,nonpun,41,b,shave,driver,19,1918,1
1534,284,nonpun,44,b,auntie,made,19,1926,1
1535,286,nonpun,46,b,till,tells,19,1934,1
1536,288,nonpun,48,b,eire,warm,19,1942,1
1537,290,nonpun,50,b,garden,scare,19,1950,1
1538,293,nonpun,53,b,watt,leave,19,1958,1
1539,296,nonpun,56,b,leg,not,19,1966,1
1540,297,nonpun,57,b,decade,poor,19,1974,1
1541,299,nonpun,59,b,grammatic,left,19,1982,1
1542,302,nonpun,62,b,prism,sent,19,1990,1
1543,304,nonpun,64,b,thief,american,19,1998,1
1544,306,nonpun,66,b,plants,cold,19,2006,1
1545,308,nonpun,68,b,mimes,think,19,2014,1
1546,311,nonpun,71,b,presence,open,19,2022,1
1547,313,nonpun,73,b,digestion,great,19,2030,1
1548,315,nonpun,75,b,seize,glasses,19,2038,1
1549,317,nonpun,77,b,source,vanilla,19,2046,1
1550,319,nonpun,79,b,espresso,better,19,2054,1
47,9,pun,9,a,math,confiscated,20,47,1
95,18,pun,18,a,fillings,dentist,20,962,1
143,26,pun,26,a,hobbit,reading,20,143,1
191,34,pun,34,a,propane,seen,20,191,1
239,41,pun,41,a,shave,driver,20,1918,1
287,52,pun,52,a,odor,broken,20,287,1
335,60,pun,60,a,hosta,found,20,335,1
383,68,pun,68,a,mimes,york,20,383,1
431,77,pun,77,a,source,destroyed,20,431,1
479,85,pun,5,b,closing,store,20,479,1
527,94,pun,14,b,scissors,boy,20,527,1
575,102,pun,22,b,spur,sex,20,575,1
623,111,pun,31,b,late,spend,20,623,1
671,118,pun,38,b,magnet,attracted,20,671,1
719,128,pun,48,b,fire,happy,20,719,1
767,138,pun,58,b,traumatic,right,20,767,1
815,145,pun,65,b,resolution,new,20,815,1
863,154,pun,74,b,cream,highest,20,863,1
911,163,nonpun,3,a,cilia,projections,20,911,1
959,176,nonpun,16,a,bloom,week ,20,959,1
1007,191,nonpun,31,a,latte,like,20,1007,1
1055,202,nonpun,42,a,aiken,fame,20,1055,1
1103,214,nonpun,54,a,pest,flies,20,1103,1
1151,228,nonpun,68,a,mimes,imitating,20,1151,1
1199,241,nonpun,1,b,line,printed,20,1199,1
1247,256,nonpun,16,b,blue,yellow,20,1247,1
1295,269,nonpun,29,b,can't,time,20,1295,1
1343,283,nonpun,43,b,irritation,tried,20,1343,1
1391,296,nonpun,56,b,lag,until,20,1391,1
1439,309,nonpun,69,b,littering,pay,20,1439,1
1479,161,nonpun,1,a,line,owner,20,1479,1
1480,162,nonpun,2,a,truth,time,20,1487,1
1481,164,nonpun,4,a,hair,throne,20,1495,1
1482,167,nonpun,7,a,purchase,use,20,1503,1
1483,168,nonpun,8,a,reward,told,20,1511,1
1484,172,nonpun,12,a,special,knows,20,1519,1
1485,174,nonpun,14,a,scissors,behaves,20,1527,1
1486,176,nonpun,16,a,blue,apple,20,1535,1
1487,179,nonpun,19,a,salvation,dog's,20,1543,1
1488,183,nonpun,23,a,crime,buildings,20,1551,1
1489,184,nonpun,24,a,pock,peace,20,1559,1
1490,186,nonpun,26,a,habit,lord,20,1567,1
1491,188,nonpun,28,a,holmes,used,20,1575,1
1492,190,nonpun,30,a,temper,press,20,1583,1
1493,192,nonpun,32,a,liable,libeled,20,1591,1
1494,193,nonpun,33,a,twist,trysts,20,1599,1
1495,196,nonpun,36,a,lambs,people,20,1607,1
1496,198,nonpun,38,a,magnet,australia,20,1615,1
1497,200,nonpun,40,a,alcohol,body's,20,1623,1
1498,202,nonpun,42,a,aching,clay,20,1631,1
1499,203,nonpun,43,a,irritation,application,20,1639,1
1500,205,nonpun,45,a,future,flower,20,1647,1
1501,208,nonpun,48,a,fire,republic,20,1655,1
1502,211,nonpun,51,a,been,like,20,1663,1
1503,212,nonpun,52,a,order,filled,20,1671,1
1504,214,nonpun,54,a,best,rats,20,1679,1
1505,216,nonpun,56,a,lag,strong,20,1687,1
1506,219,nonpun,59,a,traumatic,sentence,20,1695,1
1507,222,nonpun,62,a,prison,used,20,1703,1
1508,224,nonpun,64,a,chief,luggage,20,1711,1
1509,226,nonpun,66,a,pants,animals,20,1719,1
1510,228,nonpun,68,a,minds,very,20,1727,1
1511,230,nonpun,70,a,attitude,35000,20,1735,1
1512,233,nonpun,73,a,destruction,eat,20,1743,1
1513,235,nonpun,75,a,see,arm,20,1751,1
1514,237,nonpun,77,a,sauce,difficulties,20,1759,1
1515,238,nonpun,78,a,pays,notebook,20,1767,1
1516,241,nonpun,1,b,lion,blue,20,1775,1
1517,243,nonpun,3,b,cilia,acting,20,1783,1
1518,245,nonpun,5,b,clothing,meeting,20,1791,1
1519,248,nonpun,8,b,reword,gave,20,1799,1
1520,250,nonpun,10,b,stealer,covered,20,1807,1
1521,252,nonpun,12,b,spatial,occasion,20,1815,1
1522,254,nonpun,14,b,caesars,hair,20,1823,1
1523,257,nonpun,17,b,flea,man,20,1831,1
1524,259,nonpun,19,b,salivation,woman's,20,1839,1
1525,262,nonpun,22,b,sperm,called,20,1847,1
1526,263,nonpun,23,b,grime,drug,20,1855,1
1527,266,nonpun,26,b,hobbit,bad,20,1863,1
1528,268,nonpun,28,b,ohms,books,20,1871,1
1529,272,nonpun,32,b,libel,rental,20,1879,1
1530,273,nonpun,33,b,tryst,pieces,20,1887,1
1531,276,nonpun,36,b,yams,family,20,1895,1
1532,278,nonpun,38,b,magnate,desk,20,1903,1
1533,280,nonpun,40,b,alkaline,burns,20,1911,1
1534,282,nonpun,42,b,aiken,back,20,1919,1
1535,284,nonpun,44,b,auntie,offer,20,1927,1
1536,286,nonpun,46,b,till,story,20,1935,1
1537,289,nonpun,49,b,alp,gave,20,1943,1
1538,291,nonpun,51,b,bean,long,20,1951,1
1539,293,nonpun,53,b,watt,car,20,1959,1
1540,296,nonpun,56,b,leg,hear,20,1967,1
1541,297,nonpun,57,b,decade,dental,20,1975,1
1542,299,nonpun,59,b,grammatic,scarred,20,1983,1
1543,302,nonpun,62,b,prism,robbing,20,1991,1
1544,304,nonpun,64,b,thief,tribe,20,1999,1
1545,306,nonpun,66,b,plants,put,20,2007,1
1546,308,nonpun,68,b,mimes,alike,20,2015,1
1547,311,nonpun,71,b,presence,christmas,20,2023,1
1548,313,nonpun,73,b,digestion,buildings,20,2031,1
1549,316,nonpun,76,b,author,very,20,2039,1
1550,317,nonpun,77,b,source,ice,20,2047,1
1551,320,nonpun,80,b,scents,good,20,2055,1